timestamp,port,baudrate,line
2026-06-09T10:41:50.972+08:00,/dev/cu.usbserial-2110,115200,IIC Error 3
2026-06-09T10:41:52.569+08:00,/dev/cu.usbserial-2110,115200,IIC Error 3
2026-06-09T10:41:53.715+08:00,/dev/cu.usbserial-2110,115200,*******************UWB Module 系统参数*******************
2026-06-09T10:41:53.738+08:00,/dev/cu.usbserial-2110,115200,UWB Module 编译时间 15:13:27 Jul 19 2024
2026-06-09T10:41:53.739+08:00,/dev/cu.usbserial-2110,115200,UWB Module 软件版本号：V1.0.0
2026-06-09T10:41:53.740+08:00,/dev/cu.usbserial-2110,115200,UWB Module 基站网络:1111 基站容量:8 标签容量:10 最大标签容量:32
2026-06-09T10:41:53.740+08:00,/dev/cu.usbserial-2110,115200,UWB Module 标志位：AAAA
2026-06-09T10:41:53.741+08:00,/dev/cu.usbserial-2110,115200,UWB Module 开机次数：6
2026-06-09T10:41:53.744+08:00,/dev/cu.usbserial-2110,115200,"UWB Module 错误位1:0, 错误位2:0, 错误位3:0, 错误位4:0, 错误位5:0"
2026-06-09T10:41:53.756+08:00,/dev/cu.usbserial-2110,115200,"UWB Module 距离参数:启动滤波:1,卡尔曼参数Q:0.018, 卡尔曼参数R:0.642, 校正系数a:1.0000, 校正系数b:0.00, 天线延迟:16336"
2026-06-09T10:41:53.757+08:00,/dev/cu.usbserial-2110,115200,
2026-06-09T10:41:53.760+08:00,/dev/cu.usbserial-2110,115200,*******************UWB Module 系统参数*******************
2026-06-09T10:41:53.766+08:00,/dev/cu.usbserial-2110,115200,"rngOffset_mm：0,pdoaOffset_deg :0, motionfilter:1, user_cmd:0"
2026-06-09T10:41:53.769+08:00,/dev/cu.usbserial-2110,115200,"slot:0,addr:0000"
2026-06-09T10:41:53.782+08:00,/dev/cu.usbserial-2110,115200,ID:1 角色:基站 信道:5 速率：6.8M
